YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueTypeID,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,CrdPrev,Crude Prevalence,,,-,No Data Available,,,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,AgeAdjPrev,Age-adjusted Prevalence,,,-,No Data Available,,,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,CrdPrev,Crude Prevalence,,,-,No Data Available,,,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,AgeAdjPrev,Age-adjusted Prevalence,,,-,No Data Available,,,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,CrdPrev,Crude Prevalence,,,-,No Data Available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,AgeAdjPrev,Age-adjusted Prevalence,,,-,No Data Available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,CrdPrev,Crude Prevalence,,,-,No Data Available,,,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,AgeAdjPrev,Age-adjusted Prevalence,,,-,No Data Available,,,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,CrdPrev,Crude Prevalence,,,-,No Data Available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,AgeAdjPrev,Age-adjusted Prevalence,,,-,No Data Available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,CrdPrev,Crude Prevalence,,,-,No Data Available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,MRC,,,,
2013,2013,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,AgeAdjPrev,Age-adjusted Prevalence,,,-,No Data Available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CAN,CAN1_0,,06,RACE,MRC,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,40.4,40.4,,,31.9,49.5,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,CrdPrev,Crude Prevalence,20.3,20.3,,,19.2,21.5,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",OVC,OVC1_1,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,43.9,43.9,,,32.8,55.6,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,44.4,44.4,,,32.9,56.5,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,GENDER,GENM,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,39.4,39.4,,,25.9,54.7,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,GENDER,GENM,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,35.1,35.1,,,23.3,49,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,GENDER,GENF,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,43.1,43.1,,,28.9,58.5,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,GENDER,GENF,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,44.6,44.6,,,32.6,57.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,46.5,46.5,,,35.3,58.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,40.4,40.4,,,26.7,55.7,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,31.3,31.3,,,21.6,42.8,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Tobacco,Quit attempts in the past year among current smokers,,%,CrdPrev,Crude Prevalence,59.1,59.1,,,54.2,63.8,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",TOB,TOB3_0,,06,GENDER,GENM,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,MRC,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_1,,06,RACE,MRC,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,79.4,79.4,,,73.6,84.1,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,78.1,78.1,,,72.4,82.9,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,81.4,81.4,,,74,87,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,GENDER,GENM,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,79.8,79.8,,,72.6,85.4,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,GENDER,GENM,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,75.6,75.6,,,66.1,83.1,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,GENDER,GENF,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,74.8,74.8,,,65,82.6,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,GENDER,GENF,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,82.9,82.9,,,77.4,87.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,82.2,82.2,,,76.4,86.8,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,MRC,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD10_2,,06,RACE,MRC,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,39.1,39.1,,,32.5,46.1,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,AgeAdjPrev,Age-adjusted Prevalence,32.9,32.9,,,23.9,43.5,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,40.3,40.3,,,31.6,49.6,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,GENDER,GENM,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,AgeAdjPrev,Age-adjusted Prevalence,28.1,28.1,,,19.9,38.2,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,GENDER,GENM,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,37.2,37.2,,,27.4,48.2,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,GENDER,GENF,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,AgeAdjPrev,Age-adjusted Prevalence,39.0,39,,,29.9,48.9,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,GENDER,GENF,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,45.3,45.3,,,35.6,55.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,AgeAdjPrev,Age-adjusted Prevalence,37.5,37.5,,,25.7,51.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,WHT,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,BLK,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,27.0,27,,,18.7,37.2,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,AgeAdjPrev,Age-adjusted Prevalence,23.6,23.6,,,15.5,34.1,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,HIS,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,OTH,,,,
2013,2013,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",CVD,CVD9_1,,06,RACE,MRC,,,,
